,iyear,extended,vicinity,latitude,longitude,crit1,crit2,crit3,suicide,individual,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,dayn,attacktype1_1,attacktype1_2,attacktype1_3,attacktype1_4,attacktype1_5,attacktype1_6,attacktype1_7,attacktype1_8,attacktype1_9,targtype1_1,targtype1_2,targtype1_3,targtype1_4,targtype1_5,targtype1_6,targtype1_7,targtype1_8,targtype1_9,targtype1_10,targtype1_11,targtype1_12,targtype1_13,targtype1_14,targtype1_15,targtype1_16,targtype1_17,targtype1_18,targtype1_19,targtype1_20,targtype1_21,targtype1_22,claimmode_1,claimmode_2,claimmode_3,claimmode_4,claimmode_5,claimmode_6,claimmode_7,claimmode_8,claimmode_9,claimmode_10
274,0.0,False,False,0.485706622242425,0.31803483265704185,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0001357588922074396,0.0,0.4356164383561644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2432,0.6956521739130466,False,False,0.5155215173947372,0.2955703467273161,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.22465753424657536,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2434,0.6956521739130466,False,False,0.5222301274888521,0.25405379012008794,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0001357588922074396,0.0,0.33424657534246577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1607,0.2391304347826093,False,False,0.010284925408944934,0.34885618161281345,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.904109589041096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
409,0.0,False,False,0.6323108444143251,0.1350246849947626,True,True,False,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.767123287671233,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2539,0.8260869565217419,False,False,0.3765523917563401,0.26915664395773153,True,True,True,False,False,0.015,0.30000000000000004,False,0.0,0.0,0.0,0.0,0.10684931506849314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
410,0.0,False,False,0.3510259046257031,0.1450219532915656,True,True,False,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.767123287671233,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1088,0.13043478260869534,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.0410958904109589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
505,0.021739130434788482,False,False,0.3421877368833129,0.15060334369455514,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.16164383561643836,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2462,0.7173913043478279,False,False,0.5127983180300713,0.2946956080788077,True,True,True,False,False,0.01,0.0,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2738,1.0,False,False,0.4691833277841434,0.3140490253827289,False,True,True,False,True,0.005,0.0,True,0.0014461315979754155,0.2,0.0006787944610371978,0.0,0.7095890410958904,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
816,0.06521739130435122,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7397260273972603,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021,0.10869565217391396,False,False,0.4268779549009801,0.13425306691630762,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6328767123287672,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,0.0,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0007230657989877079,0.0,0.0,0.0,0.12602739726027398,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
983,0.10869565217391396,False,True,0.4397747545182161,0.1382110513228767,True,True,True,False,False,0.01,0.1,False,0.0007230657989877079,0.0,0.0,0.0,0.3013698630136987,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1069,0.10869565217391396,False,False,0.5620543660177422,0.33473591851542833,True,True,True,False,False,0.015,0.30000000000000004,False,0.0,0.0,0.0,0.0,0.9452054794520548,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1462,0.19565217391304654,False,False,0.5102881896383289,0.2668879382106896,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8958904109589041,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1464,0.19565217391304654,False,False,0.010669507100936336,0.3486948272219105,True,True,False,False,False,0.02,0.1,False,0.0014461315979754155,0.0,0.001086071137659517,0.0,0.9205479452054794,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1351,0.1739130434782652,False,False,0.4848011932827878,0.3180337761405505,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.3863013698630137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
980,0.10869565217391396,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2712328767123288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2544,0.8260869565217419,False,False,0.4509519666299322,0.24047254425463505,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.2657534246575343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2480,0.7173913043478279,False,False,0.4642946002434816,0.1368948369973484,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.4246575342465754,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2735,1.0,False,False,0.5238854544786571,0.33049508412187634,True,True,True,False,False,0.035,0.0,False,0.0,0.0,0.0,0.0,0.6438356164383562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1550,0.2391304347826093,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0002715177844148792,0.0,0.20547945205479454,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1471,0.21739130434782794,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.016438356164383564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313,0.0,False,False,0.4830902037147954,0.31858764921048444,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.5041095890410959,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,0.0,False,False,0.2516310799525837,0.2374826709918071,True,True,True,False,False,0.02,0.4,True,0.0,0.0,0.0,0.0,0.3589041095890411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1593,0.2391304347826093,False,False,0.5300892610992225,0.3189209307580412,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7232876712328767,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1250,0.15217391304348382,False,False,0.6202708516732887,0.1328888875021582,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5041095890410959,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661,0.021739130434788482,False,False,0.4859612748040363,0.3185738422881359,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6410958904109589,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
880,0.0869565217391326,False,False,0.4867966188386656,0.3188060706935935,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4465753424657534,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2235,0.5869565217391326,False,False,0.3879456190478751,0.235112919703504,True,True,True,False,True,0.01,0.1,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0,False,False,0.4061945814389602,0.261020623281719,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
589,0.021739130434788482,False,False,0.4386267271773722,0.14910452303488891,True,True,True,False,False,0.01,0.1,False,0.0007230657989877079,0.0,0.0001357588922074396,0.0,0.3424657534246576,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1221,0.15217391304348382,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2383561643835617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2655,0.9565217391304373,False,False,0.3433802260152426,0.1505335984044534,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0,0.0,0.9315068493150686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1303,0.15217391304348382,False,False,0.42808793859562094,0.13526324109791082,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8575342465753425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1127,0.13043478260869534,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.3671232876712329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1438,0.19565217391304654,False,False,0.4463518353695083,0.3066153867512202,True,True,True,False,True,0.005,0.1,False,0.0007230657989877079,0.0,0.0,0.0,0.6273972602739726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
736,0.04347826086956985,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.16438356164383566,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628,0.021739130434788482,False,False,0.3432223695890225,0.15054605237762594,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4821917808219178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2640,0.9565217391304373,False,False,0.3882669856309476,0.16264071873311942,True,True,True,False,True,0.01,0.0,True,0.0036153289949385392,0.4,0.0,0.0,0.4328767123287671,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1751,0.3043478260869605,False,False,0.6323108444143251,0.1350246849947626,True,False,True,False,False,0.035,0.5,False,0.0,0.0,0.0,0.0,0.3095890410958904,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2520,0.7608695652173978,False,False,0.3146807372447677,0.15466418644226435,True,True,True,False,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.9095890410958904,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1747,0.3043478260869605,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.26027397260273977,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2233,0.5869565217391326,False,False,0.3879456190478751,0.235112919703504,True,True,True,False,True,0.01,0.1,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,0.4347826086956559,False,False,0.5876833883537329,0.13370901792957512,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.3506849315068493,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,0.06521739130435122,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4657534246575343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2109,0.5217391304347885,False,False,0.44843306962200175,0.2401357435190533,True,False,True,False,False,0.01,0.2,False,0.0,0.0,0.0,0.0,0.7205479452054795,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2156,0.5434782608695699,False,False,0.40281770413903856,0.3100125851256335,True,True,True,False,False,0.01,0.2,False,0.0,0.0,0.0,0.0,0.17534246575342466,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2456,0.6956521739130466,False,False,0.5093297436197437,0.2986747494181359,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.6082191780821918,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,0.0,False,False,0.379763817429645,0.15387006988313134,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2575342465753425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2180,0.5434782608695699,False,False,0.2091904442308969,0.2858637724823812,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6356164383561644,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2710,1.0,False,False,0.4834937094032804,0.3183936606213414,True,True,True,False,False,0.005,0.0,False,0.0,0.0,0.0,0.0,0.4383561643835617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147,0.0,False,False,0.2343309629054253,0.23757925104070396,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0006787944610371978,0.0,0.2739726027397261,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
558,0.021739130434788482,False,False,0.4005532250095611,0.14469182989222554,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3068493150684932,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,0.0,False,False,0.486117147090827,0.3190629790202542,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.10410958904109588,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1687,0.2608695652173978,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0002715177844148792,0.0,0.9972602739726028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2717,1.0,False,False,0.2700180787104271,0.2337668720885631,True,True,True,False,False,0.005,0.0,False,0.0,0.0,0.0,0.0,0.5150684931506849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575,0.021739130434788482,False,False,0.4133069745743839,0.1367107218968543,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.326027397260274,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2339,0.6304347826086953,False,False,0.5063615350377901,0.32851645295839993,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.8054794520547945,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2373,0.6521739130434838,False,False,0.5564945299836109,0.1321397679043812,True,True,True,False,True,0.01,0.2,False,0.0,0.0,0.0,0.0,0.4575342465753425,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,0.0,False,False,0.6323108444143251,0.1350246849947626,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2958904109589041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2439,0.6956521739130466,False,False,0.5087008994296047,0.25802266272718777,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0001357588922074396,0.0,0.33424657534246577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2667,0.9782608695652186,False,False,0.38405764449879415,0.28089771172551536,False,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.4712328767123288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2530,0.8043478260869605,False,False,0.4641311114214618,0.20108277814690195,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.2136986301369863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
483,0.021739130434788482,False,False,0.502185540248951,0.2894698380864535,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.04931506849315069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1923,0.3913043478260931,False,False,0.4704098886436948,1.0,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.09863013698630137,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
435,0.0,False,False,0.4005532250095611,0.14469182989222554,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8328767123287671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,0.0,False,False,0.5284942690159389,0.2788540515919577,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3123287671232877,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1927,0.3913043478260931,False,False,0.16545634161470452,0.2948732548661069,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2112,0.5217391304347885,False,False,0.4642946002434816,0.1368948369973484,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.7698630136986302,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2542,0.8260869565217419,False,False,0.6355261103574936,0.13565548234635244,True,True,True,False,False,0.01,0.0,True,0.0,0.0,0.0,0.0,0.16986301369863016,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
323,0.0,False,False,0.34097847857297964,0.2712944100673952,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5150684931506849,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1735,0.3043478260869605,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.07671232876712329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2388,0.6739130434782652,False,False,0.5285050644412217,0.13089110602717235,True,True,True,False,False,0.025,0.5,True,0.0,0.0,0.0,0.0,0.0027397260273972607,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,0.4565217391304373,False,True,0.010669507100936336,0.3486948272219105,True,True,False,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.08767123287671233,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1826,0.3260869565217419,False,False,0.4469238008960033,0.3071205536508215,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9095890410958904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,0.0,False,False,0.5609826960426829,0.26398044283083044,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.19452054794520549,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2437,0.6956521739130466,False,False,0.5054651520471645,0.2556684437514744,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0001357588922074396,0.0,0.33424657534246577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2075,0.4782608695652186,False,False,0.5763170429512421,0.2454820019964437,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8547945205479452,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553,0.021739130434788482,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,True,0.0021691973969631237,0.0,0.0,0.0,0.2958904109589041,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
859,0.0869565217391326,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.02,0.1,False,0.0,0.0,0.0,0.0,0.2904109589041096,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1383,0.1739130434782652,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7780821917808219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
