,iyear,extended,vicinity,latitude,longitude,crit1,crit2,crit3,suicide,individual,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,propextent,dayn,attacktype1_1,attacktype1_2,attacktype1_3,attacktype1_4,attacktype1_5,attacktype1_6,attacktype1_7,attacktype1_8,attacktype1_9,targtype1_1,targtype1_2,targtype1_3,targtype1_4,targtype1_5,targtype1_6,targtype1_7,targtype1_8,targtype1_9,targtype1_10,targtype1_11,targtype1_12,targtype1_13,targtype1_14,targtype1_15,targtype1_16,targtype1_17,targtype1_18,targtype1_19,targtype1_20,targtype1_21,targtype1_22,claimmode_1,claimmode_2,claimmode_3,claimmode_4,claimmode_5,claimmode_6,claimmode_7,claimmode_8,claimmode_9,claimmode_10
2304,1999,False,False,35.084179999999996,-106.64863899999999,True,True,True,False,False,1.0,1.0,False,0.0,0.0,0.0,0.0,3.0,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2306,1999,False,False,38.890370000000004,-77.031959,True,True,True,False,True,1.0,1.0,True,0.0,0.0,0.0,0.0,3.0,85,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2307,1999,False,False,40.510833,-74.57342299999999,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2308,1999,False,False,29.424490000000002,-98.494624,True,True,True,False,True,1.0,1.0,True,0.0,0.0,0.0,0.0,3.0,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2309,1999,False,False,43.04181,-87.90684399999999,True,True,True,False,False,1.0,1.0,False,0.0,0.0,0.0,0.0,3.0,87,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2311,1999,False,False,43.549975,-96.700327,True,True,True,False,False,1.0,1.0,False,0.0,0.0,0.0,0.0,3.0,88,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2312,1999,False,False,43.014423,-88.235513,True,True,True,False,False,1.0,1.0,False,0.0,0.0,0.0,0.0,3.0,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2313,1999,False,False,38.793234999999996,-104.803412,True,True,True,False,False,2.0,1.0,False,0.0,0.0,1.0,0.0,3.0,100,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2314,1999,False,False,39.616904999999996,-105.01451899999999,False,True,True,True,True,2.0,0.0,False,15.0,2.0,24.0,0.0,4.0,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2315,1999,False,True,47.195040000000006,-120.939419,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,121,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2316,1999,False,False,35.084179999999996,-106.64863899999999,True,True,True,False,False,1.0,1.0,False,0.0,0.0,0.0,0.0,3.0,121,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2317,1999,False,False,44.04992,-123.088544,True,True,True,False,False,6.0,4.0,True,0.0,0.0,0.0,0.0,2.0,129,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2318,1999,False,False,38.579065,-121.49101399999999,True,True,True,False,True,2.0,0.0,True,0.0,0.0,0.0,0.0,4.0,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2319,1999,False,False,38.609823,-121.35316399999999,True,True,True,False,True,2.0,0.0,False,0.0,0.0,0.0,0.0,4.0,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2320,1999,False,False,38.586157,-121.39273999999999,True,True,True,False,True,2.0,0.0,False,0.0,0.0,0.0,0.0,4.0,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2321,1999,False,False,40.587515,-122.39293400000001,True,True,True,False,False,2.0,2.0,False,2.0,0.0,0.0,0.0,3.0,182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2325,1999,False,False,38.579065,-121.49101399999999,True,True,True,False,False,2.0,2.0,False,0.0,0.0,0.0,0.0,3.0,183,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2331,1999,False,False,43.036429999999996,-70.840499,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,213,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2332,1999,False,False,45.74564,-87.079759,True,True,True,False,False,2.0,2.0,False,0.0,0.0,0.0,0.0,3.0,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2333,1999,False,False,34.278587,-118.50211200000001,True,True,True,False,False,1.0,1.0,True,0.0,0.0,5.0,0.0,3.0,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2334,1999,False,True,43.748829,-87.97720600000001,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,2.0,223,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2335,1999,False,False,42.310128999999996,-71.655451,True,True,True,False,False,8.0,8.0,False,0.0,0.0,0.0,0.0,3.0,233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2336,1999,False,False,30.439775,-84.280649,True,True,True,False,True,1.0,1.0,True,0.0,0.0,0.0,0.0,3.0,243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2337,1999,False,False,30.439775,-84.280649,True,True,True,False,True,1.0,1.0,True,0.0,0.0,0.0,0.0,3.0,266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2339,1999,False,False,41.700101000000004,-71.416167,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,295,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2351,1999,False,False,47.603559999999995,-122.329439,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,305,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2353,1999,False,False,44.846329,-123.229326,True,True,True,False,False,4.0,3.0,True,0.0,0.0,0.0,0.0,2.0,359,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2354,1999,False,True,43.832571,-121.257501,True,True,True,False,False,4.0,3.0,False,0.0,0.0,0.0,0.0,3.0,364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2355,1999,False,False,42.7375,-84.483779,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2356,2000,False,True,44.405705,-85.714454,True,True,True,False,False,4.0,4.0,False,0.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2357,2000,False,False,38.232471000000004,-122.644448,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2360,2000,False,False,38.232471000000004,-122.644448,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2361,2000,False,False,39.16659,-86.534244,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2363,2000,False,False,37.548148,-121.98856599999999,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,4.0,56,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2364,2000,False,False,43.557134999999995,-90.88871400000001,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,72,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2366,2000,False,False,33.335060999999996,-111.876318,True,True,True,False,False,2.0,1.0,False,0.0,0.0,1.0,0.0,3.0,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2368,2000,False,False,33.44826,-112.075774,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,4.0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2369,2000,False,False,26.172735,-80.131209,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,105,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2370,2000,False,False,47.039225,-122.891429,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2371,2000,False,False,43.20725,-71.536604,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,148,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2373,2000,False,False,44.04992,-123.088544,True,True,True,False,True,2.0,2.0,False,0.0,0.0,0.0,0.0,3.0,168,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2374,2000,False,True,39.01737,-85.760763,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,184,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2375,2000,False,False,43.04181,-87.90684399999999,True,True,False,False,True,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,201,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2376,2000,False,False,44.045558,-123.08022199999999,True,True,True,False,False,3.0,3.0,False,0.0,0.0,0.0,0.0,3.0,250,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2377,2000,False,False,39.16659,-86.534244,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,253,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2378,2000,False,False,33.44826,-112.075774,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,4.0,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2379,2000,False,False,40.103955,-105.17242900000001,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,2.0,332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2380,2000,False,False,40.883456,-72.940741,True,True,True,False,False,4.0,4.0,True,0.0,0.0,0.0,0.0,3.0,344,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2381,2000,False,False,33.44826,-112.075774,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,4.0,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2382,2000,False,False,33.44826,-112.075774,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,4.0,349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2383,2000,False,False,33.44826,-112.075774,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,4.0,349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2384,2000,False,False,40.960042,-72.995514,True,True,True,False,False,4.0,4.0,True,0.0,0.0,0.0,0.0,3.0,354,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2385,2000,False,False,33.44826,-112.075774,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,4.0,355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2386,2000,False,False,40.946995,-73.02131899999999,True,True,True,False,False,4.0,4.0,True,0.0,0.0,0.0,0.0,3.0,365,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2387,2000,False,False,38.984895,-94.671684,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,366,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2388,2001,False,False,42.738006,-123.417103,True,True,True,False,False,5.0,5.0,True,0.0,0.0,0.0,0.0,2.0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2389,2001,False,False,40.960042,-72.995514,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2390,2001,False,False,33.494,-111.920694,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,4.0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2392,2001,False,False,42.291957000000004,-85.587437,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2393,2001,False,False,36.33377,-119.292914,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,51,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2394,2001,False,False,40.764357000000004,-73.923462,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2395,2001,False,False,44.043265999999996,-123.06151200000001,True,True,True,False,False,5.0,5.0,True,0.0,0.0,0.0,0.0,3.0,89,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2397,2001,False,False,48.194295000000004,-122.12641399999998,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,2.0,95,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2398,2001,False,False,45.511795,-122.675629,True,True,True,False,False,2.0,2.0,True,0.0,0.0,0.0,0.0,3.0,105,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2399,2001,False,False,30.297774,-97.801914,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2400,2001,False,False,46.103654,-123.20430400000001,True,True,True,False,False,5.0,5.0,True,0.0,0.0,0.0,0.0,3.0,141,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2401,2001,False,False,47.655335,-122.30351999999999,True,True,True,False,False,5.0,4.0,True,0.0,0.0,0.0,0.0,2.0,141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2402,2001,False,False,45.285771999999994,-122.334678,True,True,True,False,False,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,152,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2403,2001,False,False,47.255134999999996,-122.441654,True,True,True,False,False,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,162,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2404,2001,False,False,32.345634000000004,-110.94321200000002,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,2.0,163,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2405,2001,False,False,48.194295000000004,-122.12641399999998,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,193,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2406,2001,False,True,38.962408,-119.939903,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,205,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2408,2001,False,False,32.222232,-110.925752,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,251,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2409,2001,False,False,40.712784,-74.005941,True,True,True,True,False,5.0,0.0,True,1383.0,5.0,7366.0,0.0,1.0,254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2410,2001,False,False,40.712784,-74.005941,True,True,True,True,False,5.0,0.0,True,1382.0,5.0,7365.0,0.0,1.0,254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2411,2001,False,False,38.880777,-77.108273,True,True,True,True,False,5.0,0.0,True,189.0,5.0,106.0,0.0,1.0,254,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2412,2001,False,True,40.018464,-78.907197,True,True,True,True,False,4.0,0.0,True,44.0,4.0,5.0,0.0,1.0,254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2413,2001,False,False,32.89925,-105.960323,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,2.0,263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2420,2001,False,False,40.38146,-120.383169,True,True,True,False,False,6.0,4.0,True,0.0,0.0,0.0,0.0,3.0,288,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2430,2002,False,False,44.943829,-93.093326,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2432,2002,False,False,42.129445000000004,-80.085239,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,83,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2433,2002,False,False,42.514446,-90.75151600000001,True,True,True,False,True,1.0,1.0,True,0.0,0.0,1.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2434,2002,False,False,42.443889,-91.00944399999999,True,True,True,False,True,1.0,1.0,True,0.0,0.0,1.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2435,2002,False,False,42.108337,-91.285159,True,True,True,False,True,1.0,1.0,True,0.0,0.0,1.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2436,2002,False,False,39.16659,-86.534244,True,True,True,False,True,1.0,1.0,True,0.0,0.0,1.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2437,2002,False,False,41.658086,-90.584582,True,True,True,False,True,1.0,1.0,True,0.0,0.0,1.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2438,2002,False,False,42.095023,-89.97818000000001,True,True,True,False,True,1.0,1.0,True,0.0,0.0,1.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2439,2002,False,False,41.809751,-89.965119,True,True,True,False,True,1.0,1.0,True,0.0,0.0,1.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2440,2002,False,False,42.317791,-90.221517,True,True,True,False,True,1.0,1.0,True,0.0,0.0,0.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2441,2002,False,False,39.16659,-86.534244,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,123,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2453,2002,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2454,2002,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
